ingredient_code,ingredient_name_eng,dur_categories,elderly_caution_detail,ingredient_name_kor,category,common_dose
220401ATB,Prothionamide,임산부금기,,,,
220902ATB,Pseudoephedrine,임산부금기,,,,
252700ACS,Pseudoephedrine,임산부금기,,,,
252700ATB,Pseudoephedrine,임산부금기,,,,
254000ATB,Pseudoephedrine,임산부금기,,,,
259900ACH,Pseudoephedrine,임산부금기,,,,
259900ATB,Pseudoephedrine,임산부금기,,,,
260300ACH,Pseudoephedrine,임산부금기,,,,
260300ATB,Pseudoephedrine,임산부금기,,,,
265300ATB,Pseudoephedrine,임산부금기,,,,
433200ACH,Pseudoephedrine,임산부금기,,,,
524800ATB,Pseudoephedrine,임산부금기,,,,
530200ASY,Pseudoephedrine,임산부금기,,,,
531100ASY,Pseudoephedrine,임산부금기,,,,
531300ASY,Pseudoephedrine,임산부금기,,,,
531400ASY,Pseudoephedrine,임산부금기,,,,
531500ASY,Pseudoephedrine,임산부금기,,,,
A06500ATB,Pseudoephedrine,임산부금기,,,,
A18700ACS,Pseudoephedrine,임산부금기,,,,
A19000ACS,Pseudoephedrine,임산부금기,,,,
A25000ACS,Pseudoephedrine,임산부금기,,,,
A28100ATB,Pseudoephedrine,임산부금기,,,,
A35000ATB,Pseudoephedrine,임산부금기,,,,
A52500ACH,Pseudoephedrine,임산부금기,,,,
A52500ATB,Pseudoephedrine,임산부금기,,,,
A53300ACS,Pseudoephedrine,임산부금기,,,,
A81600ACS,Pseudoephedrine,임산부금기,,,,
A86500ACS,Pseudoephedrine,임산부금기,,,,
B07100ATB,Pseudoephedrine,임산부금기,,,,
B41000ATB,Pseudoephedrine,임산부금기,,,,
C59600ACS,Pseudoephedrine,임산부금기,,,,
C89600ACS,Pseudoephedrine,임산부금기,,,,
C89700ACS,Pseudoephedrine,임산부금기,,,,
C92200ACS,Pseudoephedrine,임산부금기,,,,
C93700ACS,Pseudoephedrine,임산부금기,,,,
C93900ATB,Pseudoephedrine,임산부금기,,,,
C94200ACS,Pseudoephedrine,임산부금기,,,,
C95700ACS,Pseudoephedrine,임산부금기,,,,
C97600ACS,Pseudoephedrine,임산부금기,,,,
C99100ACS,Pseudoephedrine,임산부금기,,,,
D00800ACS,Pseudoephedrine,임산부금기,,,,
D03800ACS,Pseudoephedrine,임산부금기,,,,
D10800ACS,Pseudoephedrine,임산부금기,,,,
D13700ACS,Pseudoephedrine,임산부금기,,,,
D22100ACS,Pseudoephedrine,임산부금기,,,,
D22200ACS,Pseudoephedrine,임산부금기,,,,
D22400ACS,Pseudoephedrine,임산부금기,,,,
D22600ACS,Pseudoephedrine,임산부금기,,,,
D23400ACH,Pseudoephedrine,임산부금기,,,,
D23800ACS,Pseudoephedrine,임산부금기,,,,
D27100ACS,Pseudoephedrine,임산부금기,,,,
D28100ACS,Pseudoephedrine,임산부금기,,,,
D28200ACS,Pseudoephedrine,임산부금기,,,,
D36600ASY,Pseudoephedrine,임산부금기,,,,
D37400ACS,Pseudoephedrine,임산부금기,,,,
D37500ACS,Pseudoephedrine,임산부금기,,,,
D41100ACS,Pseudoephedrine,임산부금기,,,,
D41800ACS,Pseudoephedrine,임산부금기,,,,
D44500ACS,Pseudoephedrine,임산부금기,,,,
D50800ACS,Pseudoephedrine,임산부금기,,,,
D57000ACS,Pseudoephedrine,임산부금기,,,,
D60000ACS,Pseudoephedrine,임산부금기,,,,
D60300ACS,Pseudoephedrine,임산부금기,,,,
D60400ACS,Pseudoephedrine,임산부금기,,,,
D65500ACS,Pseudoephedrine,임산부금기,,,,
D66400ASY,Pseudoephedrine,임산부금기,,,,
D68100ACS,Pseudoephedrine,임산부금기,,,,
D68300ACH,Pseudoephedrine,임산부금기,,,,
D70600ACS,Pseudoephedrine,임산부금기,,,,
D71300ACS,Pseudoephedrine,임산부금기,,,,
D73800ACH,Pseudoephedrine,임산부금기,,,,
D76100ACS,Pseudoephedrine,임산부금기,,,,
D76400ACS,Pseudoephedrine,임산부금기,,,,
D82400ACH,Pseudoephedrine,임산부금기,,,,
D84000ASY,Pseudoephedrine,임산부금기,,,,
D84500ATB,Pseudoephedrine,임산부금기,,,,
D85100ASY,Pseudoephedrine,임산부금기,,,,
D94000ACH,Pseudoephedrine,임산부금기,,,,
D94400ACS,Pseudoephedrine,임산부금기,,,,
D95000ASY,Pseudoephedrine,임산부금기,,,,
D99400ATB,Pseudoephedrine,임산부금기,,,,
E00300ACH,Pseudoephedrine,임산부금기,,,,
E01400ATB,Pseudoephedrine,임산부금기,,,,
E03400ATB,Pseudoephedrine,임산부금기,,,,
E03500ACH,Pseudoephedrine,임산부금기,,,,
E03600ATB,Pseudoephedrine,임산부금기,,,,
E04100ACH,Pseudoephedrine,임산부금기,,,,
E04700ACS,Pseudoephedrine,임산부금기,,,,
E06500ACS,Pseudoephedrine,임산부금기,,,,
E07600ASY,Pseudoephedrine,임산부금기,,,,
E10700ASY,Pseudoephedrine,임산부금기,,,,
E11000ACS,Pseudoephedrine,임산부금기,,,,
E11900ACS,Pseudoephedrine,임산부금기,,,,
E12100ACS,Pseudoephedrine,임산부금기,,,,
E12700ACS,Pseudoephedrine,임산부금기,,,,
E12800ACS,Pseudoephedrine,임산부금기,,,,
E15800ACH,Pseudoephedrine,임산부금기,,,,
E16600ACH,Pseudoephedrine,임산부금기,,,,
E18300ACS,Pseudoephedrine,임산부금기,,,,
E19000ACS,Pseudoephedrine,임산부금기,,,,
E27400ACS,Pseudoephedrine,임산부금기,,,,
E37900ACS,Pseudoephedrine,임산부금기,,,,
E38900ACS,Pseudoephedrine,임산부금기,,,,
D08300ATB,"Pulvis Cinnamomi Corticis(Cinnamon Bark Powder), Pulvis Gentianae Luteae Radicis et Rhizomatis(Gentian Powder), Hydrotalcite, Sodium bicarbonate",연령금기,,,,
221201ATB,Pyrazinamide,임산부금기,,,,
221202ATB,Pyrazinamide,임산부금기,,,,
553001ATB,Quazepam,임산부금기,"노인에서의 장기지속형 벤조다이아제핀 사용은 인지기능 저하, 섬망, 낙상, 골절 및 교통사고의 위험으로 사용을 추천하지 않으며, 단시간 작용 벤조다이아제핀 사용을 추천함",,,
553002ATB,Quazepam,임산부금기,"노인에서의 장기지속형 벤조다이아제핀 사용은 인지기능 저하, 섬망, 낙상, 골절 및 교통사고의 위험으로 사용을 추천하지 않으며, 단시간 작용 벤조다이아제핀 사용을 추천함",,,
705900ATB,Rabeprazole,임산부금기,,,,
706000ATB,Rabeprazole,임산부금기,,,,
632402ACH,Racecadotril,연령금기,,,,
625801BIJ,Radium Dichloride (223Ra),임산부금기,,,,
222601ATD,Ramosetron,임산부금기,,,,
222602ATB,Ramosetron,임산부금기,,,,
222603ATB,Ramosetron,임산부금기,,,,
222630BIJ,Ramosetron,임산부금기,,,,
625201ATB,Rasagiline Mesylate,임산부금기,,,,
457601BIJ,Remifentanil,임산부금기,,,,
457602BIJ,Remifentanil,임산부금기,,,,
457603BIJ,Remifentanil,임산부금기,,,,
694101BIJ,Remimazolam,임산부금기,,,,
694102BIJ,Remimazolam,임산부금기,,,,
E38200ACS,Retinol,임산부금기,,,,
684201ATB,Ribociclib,임산부금기,,,,
364401ACH,Rifabutin,임산부금기,,,,
223901ACH,Rifampicin,임산부금기,,,,
223902ACH,Rifampicin,임산부금기,,,,
223902ATB,Rifampicin,임산부금기,,,,
223903ATB,Rifampicin,임산부금기,,,,
223904ATB,Rifampicin,임산부금기,,,,
519500ATB,"Rifampicin, Isoniazid, Pyrazinamide, Ethambutol",연령금기,,,,
686201BIJ,Risankizumab,임산부금기,,,,
422603BIJ,Rituximab,임산부금기,,,,
224501ACH,Rivastigmine,임산부금기,,,,
224503ACH,Rivastigmine,임산부금기,,,,
224504ACH,Rivastigmine,임산부금기,,,,
224505ACH,Rivastigmine,임산부금기,,,,
224506CPC,Rivastigmine,임산부금기,,,,
224507CPC,Rivastigmine,임산부금기,,,,
224508CPC,Rivastigmine,임산부금기,,,,
615401BIJ,Romiplostim,임산부금기,,,,
680701BIJ,Romosozumab,임산부금기,,,,
225030BIJ,Ropivacaine,임산부금기,,,,
225031BIJ,Ropivacaine,임산부금기,,,,
225032BIJ,Ropivacaine,임산부금기,,,,
225033BIJ,Ropivacaine,임산부금기,,,,
699801ATB,Roxadustat,임산부금기,,,,
699802ATB,Roxadustat,임산부금기,,,,
699803ATB,Roxadustat,임산부금기,,,,
699804ATB,Roxadustat,임산부금기,,,,
699805ATB,Roxadustat,임산부금기,,,,
225201ACR,Roxatidine,임산부금기,,,,
225201ATR,Roxatidine,임산부금기,,,,
225202ACR,Roxatidine,임산부금기,,,,
509401ATB,Rufinamide,임산부금기,,,,
509402ATB,Rufinamide,임산부금기,,,,
509403ATB,Rufinamide,임산부금기,,,,
483201ATB,S-amlodipine,임산부금기,,,,
486501ATB,S-amlodipine,임산부금기,,,,
486503ATB,S-amlodipine,임산부금기,,,,
697300ATB,S-amlodipine + telmisartan,임산부금기,,,,
697400ATB,S-amlodipine + telmisartan,임산부금기,,,,
697500ATB,S-amlodipine + telmisartan,임산부금기,,,,
697600ATB,S-amlodipine + telmisartan,임산부금기,,,,
614500ATB,S-amlodipine+atorvastatin,임산부금기,,,,
483101ATB,S-atenolol,임산부금기,,,,
483102ATB,S-atenolol,임산부금기,,,,
A04100ATB,Scopolamine hydrobromide,임산부금기,,,,
A16200ATB,Scopolamine hydrobromide,임산부금기,,,,
A41600APD,Scopolamine hydrobromide,임산부금기,,,,
B02501CPC,Scopolamine hydrobromide,임산부금기,,,,
D84100ACH,Scopolamine hydrobromide,임산부금기,,,,
644603BIJ,Secukinumab,임산부금기,,,,
227430CCM,Silver sulfadiazine,임산부금기,,,,
227431CCM,Silver sulfadiazine,임산부금기,,,,
227432CCM,Silver sulfadiazine,임산부금기,,,,
227433CCM,Silver sulfadiazine,임산부금기,,,,
227434CCM,Silver sulfadiazine,임산부금기,,,,
485501ATB,Sirolimus,임산부금기,,,,
485502ATB,Sirolimus,임산부금기,,,,
485503ATB,Sirolimus,임산부금기,,,,
622403BIJ,Sodium Fluoride(F18),임산부금기,,,,
474931AGN,Sodium phenylbutyrate,임산부금기,,,,
387402ATB,Sodium picosulfate,임산부금기,,,,
522500ALQ,Sodium picosulfate,임산부금기,,,,
630800APD,Sodium picosulfate,임산부금기,,,,
656000ALQ,Sodium picosulfate,임산부금기,,,,
695800APD,Sodium picosulfate,임산부금기,,,,
493801ATB,Solifenacin,임산부금기,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,,
493802ATB,Solifenacin,임산부금기,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,,
655601ATB,Solifenacin,임산부금기,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,,
655602ATB,Solifenacin,임산부금기,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,,
657401ATB,Solifenacin,임산부금기,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,,
657402ATB,Solifenacin,임산부금기,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,,
348446BIJ,Somatostatin,임산부금기,,,,
348444BIJ,Somatropin,임산부금기,,,,
348445BIJ,Somatropin,임산부금기,,,,
172601ATB,St. John's Wort,임산부금기,,,,
172601ATB,St. John's Wort 80% methanol ext.,병용금기,,,,
670301ATB,Sucroferric oxyhydroxide,임산부금기,,,,
232530BIJ,Sufentanil,임산부금기,,,,
232531BIJ,Sufentanil,임산부금기,,,,
232532BIJ,Sufentanil,임산부금기,,,,
311500ATB,Sulfamethoxazole+Trimethoprim,임산부금기,,,,
330000BIJ,Sulfamethoxazole+Trimethoprim,임산부금기,,,,
232801ATE,Sulfasalazine,임산부금기,,,,
234030BIJ,Suxamethonium,임산부금기,,,,
234032BIJ,Suxamethonium,임산부금기,,,,
234033BIJ,Suxamethonium,임산부금기,,,,
675801ATB,Tegoprazan,임산부금기,,,,
675802ATD,Tegoprazan,임산부금기,,,,
658300ATB,Tenofovir alafenamide,임산부금기,,,,
658400ATB,Tenofovir alafenamide,임산부금기,,,,
665301ATB,Tenofovir alafenamide,임산부금기,,,,
235747ATB,Terbinafine,임산부금기,,,,
448801BIJ,"Tetrasodium 3,3-diphosphono-propane-1,2-dicarboxylate",임산부금기,,,,
482201BIJ,Thiopental,임산부금기,,,,
482202BIJ,Thiopental,임산부금기,,,,
439601BIJ,Thyrotropin alfa,임산부금기,,,,
239201ATB,Ticlopidine,임산부금기,,,,
239202ATB,Ticlopidine,임산부금기,,,,
239632COS,Timolol,임산부금기,,,,
239634COS,Timolol,임산부금기,,,,
239636COS,Timolol,임산부금기,,,,
540900COS,Timolol,임산부금기,,,,
800200COS,Timolol,임산부금기,,,,
E22500ATB,Tipiracil + Trifluridine,임산부금기,,,,
E22600ATB,Tipiracil + Trifluridine,임산부금기,,,,
E22500ATB,"Tipiracil, Trifluridine",연령금기,,,,
E22600ATB,"Tipiracil, Trifluridine",연령금기,,,,
706201BIJ,Tisagenlecleucel,임산부금기,,,,
240701ATB,Tizanidine,임산부금기,,,,
241201ATB,Tofisopam,임산부금기,,,,
480101ACH,Trientine,임산부금기,,,,
695501CCM,Trifarotene,임산부금기,,,,
628330BIJ,Tripegfilgrastim,임산부금기,,,,
245501ATB,Trospium,임산부금기,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,,
246701ATB,Valaciclovir,임산부금기,,,,
703901ACH,Valbenazine,임산부금기,,,,
247330BIJ,Vasopressin,임산부금기,,,,
704001ATB,Vericiguat,임산부금기,,,,
704002ATB,Vericiguat,임산부금기,,,,
704003ATB,Vericiguat,임산부금기,,,,
364501BIJ,Verteporfin,임산부금기,,,,
679001ATB,Vonoprazan,임산부금기,,,,
679002ATB,Vonoprazan,임산부금기,,,,
250001CSI,Zanamivir,임산부금기,,,,
512001ACH,Zinc acetate,임산부금기,,,,
550301ACH,Zinc acetate,임산부금기,,,,
550302ACH,Zinc acetate,임산부금기,,,,
250501ATB,Zolpidem,임산부금기,,,,
250502ATB,Zolpidem,임산부금기,,,,
250503ATR,Zolpidem,임산부금기,,,,
250504ATR,Zolpidem,임산부금기,,,,
517300ATB,abacavir sulfate (as abacavir),병용금기,,,,
641600ATB,abacavir sulfate (as abacavir),병용금기,,,,
641600ATB,"abacavir sulfate, dolutegravir sodium(micronized), lamivudine",임산부금기,,,,
512201BIJ,abatacept,임산부금기,,,,
512230BIJ,abatacept   0.125g(0.125g/mL),임산부금기,,,,
420101ATB,abavavir sulfate(as abacavir),임산부금기,,,,
517300ATB,"abavavir sulfate(as abacavir), lamivudine",임산부금기,,,,
620402ATB,abiraterone,임산부금기,,,,
727300ATB,abiraterone + niraparib,임산부금기,,,,
727400ATB,abiraterone + niraparib,임산부금기,,,,
620402ATB,abiraterone acetate,병용금기,,,,
731800ATB,abiraterone acetate micronized   0.5g+prednisolone   2.5mg,임산부금기,,,,
713200ATR,aceclofenac,임산부금기,,,,
101305APD,acetaminophen,연령금기,,아세트아미노펜,해열진통,"1회 1~2정, 1일 3회"
E79000ATB,acetaminophen + anhydrous caffeine + chlorpheniramine + pseudoephedrine,임산부금기,,,,
D62000ACS,acetaminophen + brompheniramine + pseudoephedrine hydrochloride,임산부금기,,,,
101404ATR,acetaminophen(encapsulated),연령금기,,,,
101430ATR,acetaminophen(encapsulated),연령금기,,,,
A31500ASY,acetaminophen+pheniramine maleate+phenylephrine HCl,임산부금기,,,,
252500ATB,"acetaminophen, caffeine anhydrous, isopropylantipyrine",임산부금기,,,,
A04200ATB,"acetaminophen, caffeine anhydrous, isopropylantipyrine",임산부금기,,,,
313200ATB,"acetaminophen, hydrocodone bitartrate",임산부금기,,,,
371800ATB,"acetaminophen, hydrocodone bitartrate",임산부금기,,,,
518200ATB,"acetaminophen, hydrocodone bitartrate",임산부금기,,,,
518300ATB,"acetaminophen, hydrocodone bitartrate",임산부금기,,,,
380500ATB,"acetaminophen, oxycodone",임산부금기,,,,
480600ATB,"acetaminophen, tramadol HCl",임산부금기,,,,
513000ATB,"acetaminophen, tramadol HCl",임산부금기,,,,
513000ATR,"acetaminophen, tramadol HCl",임산부금기,,,,
514100ATR,"acetaminophen, tramadol HCl",임산부금기,,,,
480600ATB,"acetaminophen,tramadol hydrochloride",연령금기,,,,
513000ATB,"acetaminophen,tramadol hydrochloride",연령금기,,,,
513000ATR,"acetaminophen,tramadol hydrochloride",연령금기,,,,
514100ATR,"acetaminophen,tramadol hydrochloride",연령금기,,,,
101502BIJ,acetazolamide,임산부금기,,,,
101502BIJ,acetazolamide sodium (as acetazolamide),병용금기,,,,
102201ACH,acipimox,임산부금기,,,,
E44200CCM,adapalene,임산부금기,,,,
E44300CCM,adapalene,임산부금기,,,,
457501ATB,adefovir dipivoxil,병용금기,,,,
626101ATB,afatinib,임산부금기,,,,
626102ATB,afatinib,임산부금기,,,,
626103ATB,afatinib,임산부금기,,,,
658801BIJ,aflibercept,임산부금기,,,,
658802BIJ,aflibercept,임산부금기,,,,
623931BIJ,aflibercept   11.12mg(40mg/mL),임산부금기,,,,
623930BIJ,aflibercept   6.6mg(40mg/mL),임산부금기,,,,
613101ATB,agomelatine,병용금기,,,,
104201ATB,alacepril,임산부금기,,,,
104202ATB,alacepril,임산부금기,,,,
104301ATB,albendazol,연령금기,,,,
104303ATB,albendazol,연령금기,,,,
104301ATB,albendazole,임산부금기,,,,
104303ATB,albendazole,임산부금기,,,,
104501BIJ,aldesleukin(rhIL-2),임산부금기,,,,
656201ACH,alectinib,임산부금기,,,,
558902BIJ,alemtuzumab,임산부금기,,,,
228305ATB,alendronate,임산부금기,,,,
228306ALQ,alendronate,임산부금기,,,,
228307ALQ,alendronate,임산부금기,,,,
104601ACS,alfacalcidol,병용금기,,,,
104601ATB,alfacalcidol,병용금기,,,,
104602ACS,alfacalcidol,병용금기,,,,
499001BIJ,alglucosidase α,임산부금기,,,,
674701BIJ,alirocumab,임산부금기,,,,
674702BIJ,alirocumab,임산부금기,,,,
624001ACS,alitretinoin,임산부금기,,,,
624002ACS,alitretinoin,임산부금기,,,,
499401ATB,almotriptan maleate (as almotriptan),병용금기,,,,
499401ATB,almotriptan maleate(as almotriptan 12.5mg),임산부금기,,,,
624202ATB,alogliptin,임산부금기,,,,
624203ATB,alogliptin,임산부금기,,,,
635600ATR,alogliptin + metformin,임산부금기,,,,
635700ATR,alogliptin + metformin,임산부금기,,,,
726300ATR,alogliptin + metformin,임산부금기,,,,
630500ATB,alogliptin + pioglitazone,임산부금기,,,,
630600ATB,alogliptin + pioglitazone,임산부금기,,,,
635600ATB,alogliptin benzoate (as alogliptin),병용금기,,,,
635600ATR,alogliptin benzoate (as alogliptin),병용금기,,,,
635700ATB,alogliptin benzoate (as alogliptin),병용금기,,,,
635700ATR,alogliptin benzoate (as alogliptin),병용금기,,,,
675500ATB,alogliptin benzoate (as alogliptin),병용금기,,,,
726300ATR,alogliptin benzoate (as alogliptin),병용금기,,,,
675500ATB,"alogliptin, metformin",임산부금기,,,,
105601BIJ,alprostadil,임산부금기,,,,
105604BIJ,alprostadil,임산부금기,,,,
105630BIJ,alprostadil,임산부금기,,,,
105631BIJ,alprostadil,임산부금기,,,,
105701BIJ,alprostadil,임산부금기,,,,
559900BIJ,alprostadil alfadex + papaverine HCl + phentolamine mesilate,임산부금기,,,,
602500BIJ,alprostadil alfadex + papaverine HCl + phentolamine mesilate,임산부금기,,,,
223501BIJ,alteplase,임산부금기,,,,
223502BIJ,alteplase,임산부금기,,,,
106201ATB,amantadine,임산부금기,,,,
106230BIJ,amantadine,임산부금기,,,,
106201ATB,amantadine sulfate,병용금기,,,,
106230BIJ,amantadine sulfate,병용금기,,,,
564701ATB,ambrisentan,임산부금기,,,,
564702ATB,ambrisentan,임산부금기,,,,
106831BIJ,amikacin,임산부금기,,,,
106833BIJ,amikacin,임산부금기,,,,
106837BIJ,amikacin,임산부금기,,,,
106901ATB,amiloride HCl,임산부금기,,,,
106901ATB,amiloride hydrochloride,병용금기,,,,
107301ATB,aminophylline,임산부금기,,,,
107301ATR,aminophylline,임산부금기,,,,
107303ATR,aminophylline,임산부금기,,,,
107330BIJ,aminophylline,임산부금기,,,,
D64500ATB,aminophylline,임산부금기,,,,
107401ATB,amiodarone,임산부금기,,,,
107430BIJ,amiodarone,임산부금기,,,,
107401ATB,amiodarone hydrochloride,병용금기,,,,
107430BIJ,amiodarone hydrochloride,병용금기,,,,
107504ATB,amitriptyline,임산부금기,"노인에서의 삼환계 항우울제 사용은 기립성 저혈압, 비틀거림, 항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 나타나기 쉬우므로 사용을 추천하지 않으며, 반드시 필요한 경우에만 저용량으로 시작함. 항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 증가하므로 동시 사용을 추천하지 않음",,,
107501ATB,amitriptyline HCl,임산부금기,"노인에서의 삼환계 항우울제 사용은 기립성 저혈압, 비틀거림, 항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 나타나기 쉬우므로 사용을 추천하지 않으며, 반드시 필요한 경우에만 저용량으로 시작함. 항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 증가하므로 동시 사용을 추천하지 않음",,,
